buying,maint,doors,personas,lug_boot,safety,class
2,2,3,2,1,1,unacc
2,2,3,2,1,2,unacc
2,2,3,2,1,2,unacc
2,2,3,2,2,1,unacc
2,2,3,2,2,2,unacc
2,2,3,2,2,2,unacc
2,2,3,2,3,1,unacc
2,2,3,2,3,2,unacc
2,2,3,2,3,2,unacc
2,2,3,4,1,1,unacc
2,2,3,4,1,2,unacc
2,2,3,4,1,2,acc
2,2,3,4,2,1,unacc
2,2,3,4,2,2,unacc
2,2,3,4,2,2,acc
2,2,3,4,3,1,unacc
2,2,3,4,3,2,acc
2,2,3,4,3,2,acc
2,2,3,6,1,1,unacc
2,2,3,6,1,2,unacc
2,2,3,6,1,2,acc
2,2,3,6,2,1,unacc
2,2,3,6,2,2,acc
2,2,3,6,2,2,acc
2,2,3,6,3,1,unacc
2,2,3,6,3,2,acc
2,2,3,6,3,2,acc
2,2,4,2,1,1,unacc
2,2,4,2,1,2,unacc
2,2,4,2,1,2,unacc
2,2,4,2,2,1,unacc
2,2,4,2,2,2,unacc
2,2,4,2,2,2,unacc
2,2,4,2,3,1,unacc
2,2,4,2,3,2,unacc
2,2,4,2,3,2,unacc
2,2,4,4,1,1,unacc
2,2,4,4,1,2,unacc
2,2,4,4,1,2,acc
2,2,4,4,2,1,unacc
2,2,4,4,2,2,acc
2,2,4,4,2,2,acc
2,2,4,4,3,1,unacc
2,2,4,4,3,2,acc
2,2,4,4,3,2,acc
2,2,4,6,1,1,unacc
2,2,4,6,1,2,unacc
2,2,4,6,1,2,acc
2,2,4,6,2,1,unacc
2,2,4,6,2,2,acc
2,2,4,6,2,2,acc
2,2,4,6,3,1,unacc
2,2,4,6,3,2,acc
2,2,4,6,3,2,acc
2,2,56,2,1,1,unacc
2,2,56,2,1,2,unacc
2,2,56,2,1,2,unacc
2,2,56,2,2,1,unacc
2,2,56,2,2,2,unacc
2,2,56,2,2,2,unacc
2,2,56,2,3,1,unacc
2,2,56,2,3,2,unacc
2,2,56,2,3,2,unacc
2,2,56,4,1,1,unacc
2,2,56,4,1,2,unacc
2,2,56,4,1,2,acc
2,2,56,4,2,1,unacc
2,2,56,4,2,2,acc
2,2,56,4,2,2,acc
2,2,56,4,3,1,unacc
2,2,56,4,3,2,acc
2,2,56,4,3,2,acc
2,2,56,6,1,1,unacc
2,2,56,6,1,2,unacc
2,2,56,6,1,2,acc
2,2,56,6,2,1,unacc
2,2,56,6,2,2,acc
2,2,56,6,2,2,acc
2,2,56,6,3,1,unacc
2,2,56,6,3,2,acc
2,2,56,6,3,2,acc
2,2,2,2,1,1,unacc
2,2,2,2,1,2,unacc
2,2,2,2,1,2,unacc
2,2,2,2,2,1,unacc
2,2,2,2,2,2,unacc
2,2,2,2,2,2,unacc
2,2,2,2,3,1,unacc
2,2,2,2,3,2,unacc
2,2,2,2,3,2,unacc
2,2,2,4,1,1,unacc
2,2,2,4,1,2,unacc
2,2,2,4,1,2,acc
2,2,2,4,2,1,unacc
2,2,2,4,2,2,unacc
2,2,2,4,2,2,acc
2,2,2,4,3,1,unacc
2,2,2,4,3,2,acc
2,2,2,4,3,2,acc
2,2,2,6,1,1,unacc
2,2,2,6,1,2,unacc
2,2,2,6,1,2,unacc
2,2,2,6,2,1,unacc
2,2,2,6,2,2,unacc
2,2,2,6,2,2,acc
2,2,2,6,3,1,unacc
2,2,2,6,3,2,acc
2,2,2,6,3,2,acc
2,2,3,2,1,1,unacc
2,2,3,2,1,2,unacc
2,2,3,2,1,2,unacc
2,2,3,2,2,1,unacc
2,2,3,2,2,2,unacc
2,2,3,2,2,2,unacc
2,2,3,2,3,1,unacc
2,2,3,2,3,2,unacc
2,2,3,2,3,2,unacc
2,2,3,4,1,1,unacc
2,2,3,4,1,2,unacc
2,2,3,4,1,2,acc
2,2,3,4,2,1,unacc
2,2,3,4,2,2,unacc
2,2,3,4,2,2,acc
2,2,3,4,3,1,unacc
2,2,3,4,3,2,acc
2,2,3,4,3,2,acc
2,2,3,6,1,1,unacc
2,2,3,6,1,2,unacc
2,2,3,6,1,2,acc
2,2,3,6,2,1,unacc
2,2,3,6,2,2,acc
2,2,3,6,2,2,acc
2,2,3,6,3,1,unacc
2,2,3,6,3,2,acc
2,2,3,6,3,2,acc
2,2,4,2,1,1,unacc
2,2,4,2,1,2,unacc
2,2,4,2,1,2,unacc
2,2,4,2,2,1,unacc
2,2,4,2,2,2,unacc
2,2,4,2,2,2,unacc
2,2,4,2,3,1,unacc
2,2,4,2,3,2,unacc
2,2,4,2,3,2,unacc
2,2,4,4,1,1,unacc
2,2,4,4,1,2,unacc
2,2,4,4,1,2,acc
2,2,4,4,2,1,unacc
2,2,4,4,2,2,acc
2,2,4,4,2,2,acc
2,2,4,4,3,1,unacc
2,2,4,4,3,2,acc
2,2,4,4,3,2,acc
2,2,4,6,1,1,unacc
2,2,4,6,1,2,unacc
2,2,4,6,1,2,acc
2,2,4,6,2,1,unacc
2,2,4,6,2,2,acc
2,2,4,6,2,2,acc
2,2,4,6,3,1,unacc
2,2,4,6,3,2,acc
2,2,4,6,3,2,acc
2,2,56,2,1,1,unacc
2,2,56,2,1,2,unacc
2,2,56,2,1,2,unacc
2,2,56,2,2,1,unacc
2,2,56,2,2,2,unacc
2,2,56,2,2,2,unacc
2,2,56,2,3,1,unacc
2,2,56,2,3,2,unacc
2,2,56,2,3,2,unacc
2,2,56,4,1,1,unacc
2,2,56,4,1,2,unacc
2,2,56,4,1,2,acc
2,2,56,4,2,1,unacc
2,2,56,4,2,2,acc
2,2,56,4,2,2,acc
2,2,56,4,3,1,unacc
2,2,56,4,3,2,acc
2,2,56,4,3,2,acc
2,2,56,6,1,1,unacc
2,2,56,6,1,2,unacc
2,2,56,6,1,2,acc
2,2,56,6,2,1,unacc
2,2,56,6,2,2,acc
2,2,56,6,2,2,acc
2,2,56,6,3,1,unacc
2,2,56,6,3,2,acc
2,2,56,6,3,2,acc
2,1,2,2,1,1,unacc
2,1,2,2,1,2,unacc
2,1,2,2,1,2,unacc
2,1,2,2,2,1,unacc
2,1,2,2,2,2,unacc
2,1,2,2,2,2,unacc
2,1,2,2,3,1,unacc
2,1,2,2,3,2,unacc
2,1,2,2,3,2,unacc
2,1,2,4,1,1,unacc
2,1,2,4,1,2,unacc
2,1,2,4,1,2,acc
2,1,2,4,2,1,unacc
2,1,2,4,2,2,unacc
2,1,2,4,2,2,acc
2,1,2,4,3,1,unacc
2,1,2,4,3,2,acc
2,1,2,4,3,2,acc
2,1,2,6,1,1,unacc
2,1,2,6,1,2,unacc
2,1,2,6,1,2,unacc
2,1,2,6,2,1,unacc
2,1,2,6,2,2,unacc
2,1,2,6,2,2,acc
2,1,2,6,3,1,unacc
2,1,2,6,3,2,acc
2,1,2,6,3,2,acc
2,1,3,2,1,1,unacc
2,1,3,2,1,2,unacc
2,1,3,2,1,2,unacc
2,1,3,2,2,1,unacc
2,1,3,2,2,2,unacc
2,1,3,2,2,2,unacc
2,1,3,2,3,1,unacc
2,1,3,2,3,2,unacc
2,1,3,2,3,2,unacc
2,1,3,4,1,1,unacc
2,1,3,4,1,2,unacc
2,1,3,4,1,2,acc
2,1,3,4,2,1,unacc
2,1,3,4,2,2,unacc
2,1,3,4,2,2,acc
2,1,3,4,3,1,unacc
2,1,3,4,3,2,acc
2,1,3,4,3,2,acc
2,1,3,6,1,1,unacc
2,1,3,6,1,2,unacc
2,1,3,6,1,2,acc
2,1,3,6,2,1,unacc
2,1,3,6,2,2,acc
2,1,3,6,2,2,acc
2,1,3,6,3,1,unacc
2,1,3,6,3,2,acc
2,1,3,6,3,2,acc
2,1,4,2,1,1,unacc
2,1,4,2,1,2,unacc
2,1,4,2,1,2,unacc
2,1,4,2,2,1,unacc
2,1,4,2,2,2,unacc
2,1,4,2,2,2,unacc
2,1,4,2,3,1,unacc
2,1,4,2,3,2,unacc
2,1,4,2,3,2,unacc
2,1,4,4,1,1,unacc
2,1,4,4,1,2,unacc
2,1,4,4,1,2,acc
2,1,4,4,2,1,unacc
2,1,4,4,2,2,acc
2,1,4,4,2,2,acc
2,1,4,4,3,1,unacc
2,1,4,4,3,2,acc
2,1,4,4,3,2,acc
2,1,4,6,1,1,unacc
2,1,4,6,1,2,unacc
2,1,4,6,1,2,acc
2,1,4,6,2,1,unacc
2,1,4,6,2,2,acc
2,1,4,6,2,2,acc
2,1,4,6,3,1,unacc
2,1,4,6,3,2,acc
2,1,4,6,3,2,acc
2,1,56,2,1,1,unacc
2,1,56,2,1,2,unacc
2,1,56,2,1,2,unacc
2,1,56,2,2,1,unacc
2,1,56,2,2,2,unacc
2,1,56,2,2,2,unacc
2,1,56,2,3,1,unacc
2,1,56,2,3,2,unacc
2,1,56,2,3,2,unacc
2,1,56,4,1,1,unacc
2,1,56,4,1,2,unacc
2,1,56,4,1,2,acc
2,1,56,4,2,1,unacc
2,1,56,4,2,2,acc
2,1,56,4,2,2,acc
2,1,56,4,3,1,unacc
2,1,56,4,3,2,acc
2,1,56,4,3,2,acc
2,1,56,6,1,1,unacc
2,1,56,6,1,2,unacc
2,1,56,6,1,2,acc
2,1,56,6,2,1,unacc
2,1,56,6,2,2,acc
2,1,56,6,2,2,acc
2,1,56,6,3,1,unacc
2,1,56,6,3,2,acc
2,1,56,6,3,2,acc
2,4,2,2,1,1,unacc
2,4,2,2,1,2,unacc
2,4,2,2,1,2,unacc
2,4,2,2,2,1,unacc
2,4,2,2,2,2,unacc
2,4,2,2,2,2,unacc
2,4,2,2,3,1,unacc
2,4,2,2,3,2,unacc
2,4,2,2,3,2,unacc
2,4,2,4,1,1,unacc
2,4,2,4,1,2,unacc
2,4,2,4,1,2,acc
2,4,2,4,2,1,unacc
2,4,2,4,2,2,unacc
2,4,2,4,2,2,acc
2,4,2,4,3,1,unacc
2,4,2,4,3,2,acc
2,4,2,4,3,2,acc
2,4,2,6,1,1,unacc
2,4,2,6,1,2,unacc
2,4,2,6,1,2,unacc
2,4,2,6,2,1,unacc
2,4,2,6,2,2,unacc
2,4,2,6,2,2,acc
2,4,2,6,3,1,unacc
2,4,2,6,3,2,acc
2,4,2,6,3,2,acc
2,4,3,2,1,1,unacc
2,4,3,2,1,2,unacc
2,4,3,2,1,2,unacc
2,4,3,2,2,1,unacc
2,4,3,2,2,2,unacc
2,4,3,2,2,2,unacc
2,4,3,2,3,1,unacc
2,4,3,2,3,2,unacc
2,4,3,2,3,2,unacc
2,4,3,4,1,1,unacc
2,4,3,4,1,2,unacc
2,4,3,4,1,2,acc
2,4,3,4,2,1,unacc
2,4,3,4,2,2,unacc
2,4,3,4,2,2,acc
2,4,3,4,3,1,unacc
2,4,3,4,3,2,acc
2,4,3,4,3,2,acc
2,4,3,6,1,1,unacc
2,4,3,6,1,2,unacc
2,4,3,6,1,2,acc
2,4,3,6,2,1,unacc
2,4,3,6,2,2,acc
2,4,3,6,2,2,acc
2,4,3,6,3,1,unacc
2,4,3,6,3,2,acc
2,4,3,6,3,2,acc
2,4,4,2,1,1,unacc
2,4,4,2,1,2,unacc
2,4,4,2,1,2,unacc
2,4,4,2,2,1,unacc
2,4,4,2,2,2,unacc
2,4,4,2,2,2,unacc
2,4,4,2,3,1,unacc
2,4,4,2,3,2,unacc
2,4,4,2,3,2,unacc
2,4,4,4,1,1,unacc
2,4,4,4,1,2,unacc
2,4,4,4,1,2,acc
2,4,4,4,2,1,unacc
2,4,4,4,2,2,acc
2,4,4,4,2,2,acc
2,4,4,4,3,1,unacc
2,4,4,4,3,2,acc
2,4,4,4,3,2,acc
2,4,4,6,1,1,unacc
2,4,4,6,1,2,unacc
2,4,4,6,1,2,acc
2,4,4,6,2,1,unacc
2,4,4,6,2,2,acc
2,4,4,6,2,2,acc
2,4,4,6,3,1,unacc
2,4,4,6,3,2,acc
2,4,4,6,3,2,acc
2,4,56,2,1,1,unacc
2,4,56,2,1,2,unacc
2,4,56,2,1,2,unacc
2,4,56,2,2,1,unacc
2,4,56,2,2,2,unacc
2,4,56,2,2,2,unacc
2,4,56,2,3,1,unacc
2,4,56,2,3,2,unacc
2,4,56,2,3,2,unacc
2,4,56,4,1,1,unacc
2,4,56,4,1,2,unacc
2,4,56,4,1,2,acc
2,4,56,4,2,1,unacc
2,4,56,4,2,2,acc
2,4,56,4,2,2,acc
2,4,56,4,3,1,unacc
2,4,56,4,3,2,acc
2,4,56,4,3,2,acc
2,4,56,6,1,1,unacc
2,4,56,6,1,2,unacc
2,4,56,6,1,2,acc
2,4,56,6,2,1,unacc
2,4,56,6,2,2,acc
2,4,56,6,2,2,acc
2,4,56,6,3,1,unacc
2,4,56,6,3,2,acc
2,4,56,6,3,2,acc
2,2,2,2,1,1,unacc
2,2,2,2,1,2,unacc
2,2,2,2,1,2,unacc
2,2,2,2,2,1,unacc
2,2,2,2,2,2,unacc
2,2,2,2,2,2,unacc
2,2,2,2,3,1,unacc
2,2,2,2,3,2,unacc
2,2,2,2,3,2,unacc
2,2,2,4,1,1,unacc
2,2,2,4,1,2,unacc
2,2,2,4,1,2,acc
2,2,2,4,2,1,unacc
2,2,2,4,2,2,unacc
2,2,2,4,2,2,acc
2,2,2,4,3,1,unacc
2,2,2,4,3,2,acc
2,2,2,4,3,2,acc
2,2,2,6,1,1,unacc
2,2,2,6,1,2,unacc
2,2,2,6,1,2,unacc
2,2,2,6,2,1,unacc
2,2,2,6,2,2,unacc
2,2,2,6,2,2,acc
2,2,2,6,3,1,unacc
2,2,2,6,3,2,acc
2,2,2,6,3,2,acc
2,2,3,2,1,1,unacc
2,2,3,2,1,2,unacc
2,2,3,2,1,2,unacc
2,2,3,2,2,1,unacc
2,2,3,2,2,2,unacc
2,2,3,2,2,2,unacc
2,2,3,2,3,1,unacc
2,2,3,2,3,2,unacc
2,2,3,2,3,2,unacc
2,2,3,4,1,1,unacc
2,2,3,4,1,2,unacc
2,2,3,4,1,2,acc
2,2,3,4,2,1,unacc
2,2,3,4,2,2,unacc
2,2,3,4,2,2,acc
2,2,3,4,3,1,unacc
2,2,3,4,3,2,acc
2,2,3,4,3,2,acc
2,2,3,6,1,1,unacc
2,2,3,6,1,2,unacc
2,2,3,6,1,2,acc
2,2,3,6,2,1,unacc
2,2,3,6,2,2,acc
2,2,3,6,2,2,acc
2,2,3,6,3,1,unacc
2,2,3,6,3,2,acc
2,2,3,6,3,2,acc
2,2,4,2,1,1,unacc
2,2,4,2,1,2,unacc
2,2,4,2,1,2,unacc
2,2,4,2,2,1,unacc
2,2,4,2,2,2,unacc
2,2,4,2,2,2,unacc
2,2,4,2,3,1,unacc
2,2,4,2,3,2,unacc
2,2,4,2,3,2,unacc
2,2,4,4,1,1,unacc
2,2,4,4,1,2,unacc
2,2,4,4,1,2,acc
2,2,4,4,2,1,unacc
2,2,4,4,2,2,acc
2,2,4,4,2,2,acc
2,2,4,4,3,1,unacc
2,2,4,4,3,2,acc
2,2,4,4,3,2,acc
2,2,4,6,1,1,unacc
2,2,4,6,1,2,unacc
2,2,4,6,1,2,acc
2,2,4,6,2,1,unacc
2,2,4,6,2,2,acc
2,2,4,6,2,2,acc
2,2,4,6,3,1,unacc
2,2,4,6,3,2,acc
2,2,4,6,3,2,acc
2,2,56,2,1,1,unacc
2,2,56,2,1,2,unacc
2,2,56,2,1,2,unacc
2,2,56,2,2,1,unacc
2,2,56,2,2,2,unacc
2,2,56,2,2,2,unacc
2,2,56,2,3,1,unacc
2,2,56,2,3,2,unacc
2,2,56,2,3,2,unacc
2,2,56,4,1,1,unacc
2,2,56,4,1,2,unacc
2,2,56,4,1,2,acc
2,2,56,4,2,1,unacc
2,2,56,4,2,2,acc
2,2,56,4,2,2,acc
2,2,56,4,3,1,unacc
2,2,56,4,3,2,acc
2,2,56,4,3,2,acc
2,2,56,6,1,1,unacc
2,2,56,6,1,2,unacc
2,2,56,6,1,2,acc
2,2,56,6,2,1,unacc
2,2,56,6,2,2,acc
2,2,56,6,2,2,acc
2,2,56,6,3,1,unacc
2,2,56,6,3,2,acc
2,2,56,6,3,2,acc
2,2,2,2,1,1,unacc
2,2,2,2,1,2,unacc
2,2,2,2,1,2,unacc
2,2,2,2,2,1,unacc
2,2,2,2,2,2,unacc
2,2,2,2,2,2,unacc
2,2,2,2,3,1,unacc
2,2,2,2,3,2,unacc
2,2,2,2,3,2,unacc
2,2,2,4,1,1,unacc
2,2,2,4,1,2,acc
2,2,2,4,1,2,acc
2,2,2,4,2,1,unacc
2,2,2,4,2,2,acc
2,2,2,4,2,2,acc
2,2,2,4,3,1,unacc
2,2,2,4,3,2,acc
2,2,2,4,3,2,vgood
2,2,2,6,1,1,unacc
2,2,2,6,1,2,unacc
2,2,2,6,1,2,unacc
2,2,2,6,2,1,unacc
2,2,2,6,2,2,acc
2,2,2,6,2,2,acc
2,2,2,6,3,1,unacc
2,2,2,6,3,2,acc
2,2,2,6,3,2,vgood
2,2,3,2,1,1,unacc
2,2,3,2,1,2,unacc
2,2,3,2,1,2,unacc
2,2,3,2,2,1,unacc
2,2,3,2,2,2,unacc
2,2,3,2,2,2,unacc
2,2,3,2,3,1,unacc
2,2,3,2,3,2,unacc
2,2,3,2,3,2,unacc
2,2,3,4,1,1,unacc
2,2,3,4,1,2,acc
2,2,3,4,1,2,acc
2,2,3,4,2,1,unacc
2,2,3,4,2,2,acc
2,2,3,4,2,2,acc
2,2,3,4,3,1,unacc
2,2,3,4,3,2,acc
2,2,3,4,3,2,vgood
2,2,3,6,1,1,unacc
2,2,3,6,1,2,acc
2,2,3,6,1,2,acc
2,2,3,6,2,1,unacc
2,2,3,6,2,2,acc
2,2,3,6,2,2,vgood
2,2,3,6,3,1,unacc
2,2,3,6,3,2,acc
2,2,3,6,3,2,vgood
2,2,4,2,1,1,unacc
2,2,4,2,1,2,unacc
2,2,4,2,1,2,unacc
2,2,4,2,2,1,unacc
2,2,4,2,2,2,unacc
2,2,4,2,2,2,unacc
2,2,4,2,3,1,unacc
2,2,4,2,3,2,unacc
2,2,4,2,3,2,unacc
2,2,4,4,1,1,unacc
2,2,4,4,1,2,acc
2,2,4,4,1,2,acc
2,2,4,4,2,1,unacc
2,2,4,4,2,2,acc
2,2,4,4,2,2,vgood
2,2,4,4,3,1,unacc
